"a","e","i","w","q","ad","per.y","H","diameter","albedo","rot_per"
6.023,0.5596,70.59,76.42,2.652,9.39,14.8,14.54,,,
39.56,0.2370,32.70,233.12,30.186,48.94,249,7.50,,,
43.25,0.0496,2.06,191.18,41.108,45.40,284,6.65,,,
50.07,0.2885,14.34,121.61,35.626,64.52,354,6.90,,,
44.04,0.1703,10.42,11.73,36.538,51.54,292,7.48,,,
23.86,0.2559,64.81,125.56,17.755,29.97,117,10.60,,,
43.83,0.0205,3.09,22.19,42.930,44.72,290,7.28,,,
45.26,0.1809,2.01,171.27,37.077,53.45,305,7.71,,,
45.16,0.0756,1.19,241.41,41.741,48.57,303,6.85,,,
46.82,0.2141,21.92,356.48,36.797,56.85,320,7.60,,,
43.9,0.0318,1.55,129.82,42.499,45.29,291,6.69,,,
43.26,0.1449,25.38,5.63,36.989,49.52,284,8.23,,,
43.2,0.0263,2.72,51.40,42.067,44.34,284,8.19,,,
45.36,0.0290,1.10,167.04,44.046,46.68,306,7.74,,,
42.98,0.0162,1.53,182.20,42.284,43.68,282,8.20,,,
44.61,0.0796,26.07,0.30,41.062,48.16,298,8.07,,,
432.8,0.9939,76.49,349.49,2.655,863.02,9.01e+03,14.90,,,
5.201,0.0622,29.57,298.47,4.878,5.52,11.9,14.10,,,
5.109,0.0179,23.16,241.86,5.017,5.20,11.5,14.19,,,
43.74,0.0854,1.39,219.83,39.999,47.47,289,6.70,,,
5.092,0.0839,27.16,328.58,4.665,5.52,11.5,13.70,,,
5.111,0.0895,26.98,156.55,4.654,5.57,11.6,13.80,,,
5.219,0.0548,12.59,280.56,4.933,5.51,11.9,13.90,,,
5.069,0.0217,4.56,195.86,4.959,5.18,11.4,14.70,,,
5.169,0.0319,20.23,281.78,5.004,5.33,11.8,14.34,,,
5.22,0.1211,22.64,193.11,4.588,5.85,11.9,14.81,,,
5.199,0.0410,9.72,140.10,4.986,5.41,11.9,14.40,,,
5.217,0.1558,7.25,81.92,4.404,6.03,11.9,15.10,,,
5.201,0.1481,5.27,202.21,4.431,5.97,11.9,13.91,,,
5.154,0.0209,11.08,210.20,5.046,5.26,11.7,13.98,,,
5.139,0.0480,3.90,63.61,4.893,5.39,11.7,14.25,,,
5.212,0.0902,24.81,301.75,4.742,5.68,11.9,14.06,,,
5.174,0.0868,19.55,130.41,4.726,5.62,11.8,14.30,,,
5.277,0.0579,12.62,70.37,4.972,5.58,12.1,14.10,,,
5.146,0.0757,28.44,313.89,4.756,5.53,11.7,14.10,,,
5.192,0.0538,19.78,209.90,4.913,5.47,11.8,14.30,,,
5.198,0.1083,22.50,16.07,4.635,5.76,11.9,14.20,,,
5.23,0.1364,5.07,212.94,4.516,5.94,12,14.30,,,
5.145,0.0613,18.51,82.82,4.830,5.46,11.7,14.40,,,
5.238,0.0646,10.76,31.28,4.900,5.58,12,14.60,,,
5.273,0.0866,27.67,147.55,4.817,5.73,12.1,14.10,,,
5.138,0.0232,27.73,105.44,5.019,5.26,11.6,14.20,,,
5.174,0.1145,4.13,265.70,4.582,5.77,11.8,14.50,,,
5.187,0.0624,18.26,64.89,4.863,5.51,11.8,14.63,,,
5.263,0.0767,14.82,170.91,4.860,5.67,12.1,14.34,,,
5.234,0.0678,24.57,186.78,4.879,5.59,12,14.56,,,
5.137,0.0841,10.33,144.99,4.705,5.57,11.6,14.58,,,
5.22,0.0082,24.57,271.57,5.177,5.26,11.9,14.22,,,
45.29,0.1599,29.24,340.25,38.045,52.53,305,6.62,,,
86.4,0.6150,23.24,9.44,33.268,139.54,803,7.50,,,
50.08,0.2836,27.98,150.93,35.877,64.29,354,7.17,,,
44.47,0.1975,25.61,55.25,35.688,53.25,297,8.10,,,
5.17,0.0218,27.26,44.97,5.057,5.28,11.8,14.67,,,
5.248,0.1486,8.61,52.13,4.468,6.03,12,14.70,,,
5.235,0.0978,3.61,285.06,4.723,5.75,12,14.70,,,
5.198,0.0651,23.39,273.10,4.860,5.54,11.9,14.60,,,
5.218,0.0100,26.33,200.52,5.165,5.27,11.9,14.73,,,
5.295,0.1466,12.29,205.35,4.519,6.07,12.2,13.90,,,
5.159,0.1117,0.76,106.81,4.583,5.73,11.7,14.40,,,
5.206,0.1174,7.22,55.46,4.595,5.82,11.9,14.60,,,
5.169,0.0142,5.74,113.83,5.095,5.24,11.8,14.50,,,
5.216,0.0358,25.50,218.89,5.029,5.40,11.9,14.00,,,
5.223,0.0231,32.34,337.14,5.102,5.34,11.9,14.50,,,
5.214,0.0692,2.99,249.69,4.853,5.58,11.9,14.58,,,
6.81,0.5005,6.00,44.77,3.401,10.22,17.8,15.80,,,
5.287,0.0096,20.12,330.69,5.236,5.34,12.2,13.50,,,
44.11,0.0608,2.94,139.17,41.430,46.79,293,6.60,,,
5.222,0.0229,31.80,188.37,5.103,5.34,11.9,14.70,,,
5.274,0.0223,11.19,335.91,5.157,5.39,12.1,13.90,,,
5.239,0.0923,7.50,340.71,4.756,5.72,12,14.20,,,
5.195,0.1444,15.03,160.35,4.445,5.95,11.8,14.40,,,
5.226,0.0693,16.79,155.01,4.864,5.59,11.9,14.20,,,
5.174,0.0481,31.68,116.55,4.925,5.42,11.8,13.84,,,
39.44,0.0836,11.02,343.67,36.142,42.74,248,5.90,,,
5.298,0.0696,22.29,262.67,4.929,5.67,12.2,13.80,,,
5.243,0.0876,31.52,220.53,4.784,5.70,12,14.00,,,
5.292,0.0359,24.83,338.33,5.102,5.48,12.2,13.80,,,
54.34,0.2300,35.98,54.57,41.844,66.84,401,7.00,,,
87.57,0.5536,35.82,12.92,39.091,136.06,820,5.90,,,
55.62,0.4343,32.53,76.30,31.463,79.78,415,7.90,,,
135.5,0.7283,34.15,130.42,36.823,234.23,1.58e+03,7.80,,,
72.82,0.4727,31.50,118.33,38.393,107.24,621,7.40,,,
5.244,0.0623,9.51,134.59,4.917,5.57,12,14.48,,,
5.221,0.0738,6.61,219.26,4.835,5.61,11.9,14.69,,,
5.199,0.0989,20.26,248.59,4.685,5.71,11.9,14.55,,,
5.271,0.0266,2.11,284.12,5.131,5.41,12.1,14.29,,,
5.2,0.1279,12.36,320.14,4.535,5.87,11.9,14.40,,,
5.19,0.0688,4.41,346.54,4.833,5.55,11.8,15.10,,,
5.273,0.0642,7.86,214.56,4.935,5.61,12.1,14.72,,,
6.78,0.7621,2.12,58.72,1.613,11.95,17.7,16.44,,,
5.172,0.0478,8.44,143.07,4.925,5.42,11.8,14.52,,,
5.185,0.0537,24.70,220.32,4.907,5.46,11.8,14.76,,,
5.234,0.0842,24.23,211.31,4.794,5.67,12,14.27,,,
5.246,0.1182,18.12,55.10,4.626,5.87,12,13.99,,,
5.208,0.0550,12.74,30.98,4.921,5.49,11.9,15.09,,,
40.7,0.0356,21.02,34.20,39.249,42.14,260,6.96,,,
44.63,0.0419,22.50,324.73,42.761,46.50,298,6.49,,,
45.14,0.0995,14.20,121.24,40.650,49.63,303,7.72,,,
44.71,0.1243,12.26,80.90,39.155,50.27,299,8.21,,,
46.42,0.2433,20.50,72.48,35.124,57.72,316,8.80,,,
46.56,0.1644,25.03,53.27,38.906,54.22,318,7.50,,,
39.13,0.0723,25.46,175.29,36.305,41.96,245,7.60,,,
53.27,0.3531,37.24,103.14,34.458,72.08,389,8.20,,,
5.13,0.0416,6.22,216.30,4.917,5.34,11.6,14.02,,,
5.229,0.0463,28.17,144.81,4.987,5.47,12,14.32,,,
5.179,0.0453,11.75,173.38,4.944,5.41,11.8,14.43,,,
5.212,0.1622,3.65,85.81,4.366,6.06,11.9,14.59,,,
5.236,0.1161,5.40,195.63,4.629,5.84,12,14.90,,,
5.299,0.0404,5.31,291.95,5.085,5.51,12.2,14.40,,,
5.172,0.1418,5.44,128.33,4.439,5.91,11.8,15.10,,,
5.16,0.0574,18.91,198.76,4.864,5.46,11.7,14.49,,,
5.159,0.0628,12.53,86.78,4.835,5.48,11.7,14.85,,,
5.228,0.1055,11.87,239.02,4.676,5.78,12,14.64,,,
5.273,0.1059,17.14,22.12,4.715,5.83,12.1,14.46,,,
5.234,0.0374,4.73,138.69,5.038,5.43,12,14.85,,,
6.289,0.5688,17.11,108.82,2.712,9.87,15.8,15.10,,,
5.154,0.0595,8.99,249.77,4.847,5.46,11.7,14.38,,,
21.29,0.9259,10.59,258.14,1.578,41.00,98.2,17.02,,,
5.235,0.0460,3.87,118.05,4.994,5.48,12,14.60,,,
57.37,0.4053,6.54,41.41,34.121,80.62,435,6.00,,,
46.95,0.1917,10.90,318.86,37.948,55.94,322,7.59,,,
48.52,0.1936,15.10,277.20,39.123,57.91,338,7.90,,,
19.58,0.5262,2.91,317.27,9.276,29.88,86.6,11.30,,,
127.6,0.8322,6.67,223.08,21.410,233.76,1.44e+03,10.37,,,
39.6,0.2361,1.80,2.16,30.251,48.95,249,9.30,,,
45.94,0.1687,25.90,356.68,38.193,53.69,311,6.58,,,
47.74,0.4401,16.64,219.58,26.728,68.74,330,8.81,,,
8.703,0.0259,9.77,1.39,8.477,8.93,25.7,14.75,,,
133.1,0.7026,26.42,351.27,39.588,226.67,1.54e+03,7.10,,,
39.17,0.2404,9.02,358.38,29.756,48.59,245,11.18,,,
63,0.5953,31.71,179.55,25.496,100.50,500,10.66,,,
5.175,0.0393,16.67,221.51,4.971,5.38,11.8,14.02,,,
5.132,0.0513,9.04,126.41,4.869,5.40,11.6,13.75,,,
24.35,0.9412,7.16,75.85,1.431,47.27,120,18.94,,,
5.811,0.6868,9.30,206.81,1.820,9.80,14,18.22,,,
43.4,0.0733,8.70,329.87,40.217,46.58,286,6.90,,,
46,0.0322,26.53,216.03,44.518,47.48,312,6.99,,,
24.07,0.6615,6.23,248.40,8.148,40.00,118,11.60,23.800,0.070,
5.277,0.0854,19.32,63.59,4.826,5.73,12.1,13.57,,,
44.1,0.1634,0.78,207.15,36.895,51.30,293,7.74,,,
41.27,0.0567,24.65,196.99,38.930,43.61,265,6.04,,,
32.28,0.3785,42.83,253.47,20.061,44.49,183,6.70,,,
30.34,0.9140,28.78,282.75,2.609,58.07,167,13.80,,,
5.567,0.6725,25.05,89.17,1.823,9.31,13.1,16.76,,,
5.199,0.0769,32.35,208.90,4.799,5.60,11.9,14.04,,,
5.169,0.0936,10.69,29.85,4.685,5.65,11.8,14.06,,,
5.228,0.1476,17.58,275.16,4.456,6.00,12,13.90,,,
5.174,0.0691,13.18,275.34,4.816,5.53,11.8,13.60,,,
5.752,0.7441,1.33,115.83,1.472,10.03,13.8,18.21,,,
5.173,0.0115,28.98,287.91,5.113,5.23,11.8,14.00,,,
5.178,0.0749,4.91,164.24,4.790,5.57,11.8,14.25,,,
5.19,0.1631,6.63,182.94,4.343,6.04,11.8,14.95,,,
5.214,0.0999,14.02,79.26,4.693,5.73,11.9,14.39,,,
5.198,0.0367,11.89,248.76,5.008,5.39,11.9,14.00,,,
5.197,0.0250,20.89,267.96,5.068,5.33,11.8,13.60,,,
5.111,0.0562,27.50,85.33,4.823,5.40,11.6,14.32,,,
5.131,0.0592,18.10,217.74,4.827,5.43,11.6,14.20,,,
5.185,0.0449,11.36,206.84,4.952,5.42,11.8,13.90,,,
5.12,0.0669,15.98,359.24,4.777,5.46,11.6,14.20,,,
5.241,0.0818,15.57,246.47,4.812,5.67,12,13.90,,,
5.11,0.0326,12.36,109.39,4.943,5.28,11.6,14.60,,,
5.096,0.1915,6.72,206.24,4.120,6.07,11.5,14.80,,,
5.163,0.0916,4.98,227.87,4.690,5.64,11.7,14.40,,,
5.263,0.0516,11.63,156.19,4.991,5.53,12.1,14.19,,,
5.25,0.0913,10.62,234.40,4.770,5.73,12,14.29,,,
5.217,0.1412,1.84,330.18,4.480,5.95,11.9,14.50,,,
5.168,0.0838,29.09,121.23,4.735,5.60,11.7,14.50,,,
5.23,0.0907,18.10,280.08,4.756,5.70,12,13.78,,,
4.913,0.1712,15.27,309.85,4.072,5.75,10.9,15.05,,,
5.221,0.0774,14.92,182.12,4.817,5.63,11.9,13.60,,,
5.136,0.1423,8.43,203.33,4.406,5.87,11.6,14.60,,,
5.297,0.0177,24.94,40.24,5.203,5.39,12.2,13.50,,,
5.194,0.1658,20.30,252.20,4.332,6.05,11.8,14.50,,,
5.254,0.0904,13.85,125.21,4.779,5.73,12,14.40,,,
5.247,0.1023,22.14,140.20,4.710,5.78,12,14.00,,,
5.24,0.0406,20.69,359.63,5.028,5.45,12,14.10,,,
5.243,0.0812,12.57,122.46,4.817,5.67,12,14.40,,,
5.197,0.0488,27.43,305.38,4.944,5.45,11.8,13.94,,,
5.207,0.0881,19.87,124.81,4.748,5.67,11.9,13.90,,,
5.163,0.0431,12.09,174.78,4.941,5.39,11.7,14.61,,,
5.183,0.0200,19.41,86.88,5.080,5.29,11.8,14.08,,,
5.118,0.0580,28.16,269.71,4.821,5.41,11.6,13.90,,,
5.222,0.0587,30.58,300.23,4.915,5.53,11.9,13.80,,,
5.167,0.0692,16.70,238.04,4.809,5.52,11.7,14.30,,,
5.213,0.1022,5.07,86.96,4.680,5.75,11.9,14.59,,,
5.202,0.0900,17.92,277.68,4.734,5.67,11.9,14.10,,,
5.262,0.0315,10.95,158.84,5.096,5.43,12.1,14.29,,,
5.248,0.0708,17.08,146.46,4.876,5.62,12,14.20,,,
5.232,0.0730,29.71,88.31,4.850,5.61,12,14.45,,,
5.246,0.1371,18.93,180.23,4.527,5.96,12,14.50,,,
5.189,0.1280,27.11,210.91,4.525,5.85,11.8,14.40,,,
5.155,0.0446,30.98,79.03,4.925,5.38,11.7,14.51,,,
5.213,0.0408,15.77,120.90,5.000,5.43,11.9,14.30,,,
5.241,0.0970,14.46,234.58,4.733,5.75,12,14.49,,,
5.176,0.0929,21.77,220.23,4.695,5.66,11.8,14.10,,,
5.246,0.0432,6.64,158.29,5.019,5.47,12,14.64,,,
5.18,0.0751,14.77,67.16,4.791,5.57,11.8,14.72,,,
5.174,0.0427,9.24,159.19,4.954,5.40,11.8,14.60,,,
5.245,0.0330,8.41,212.98,5.072,5.42,12,14.30,,,
5.185,0.1240,15.47,158.81,4.542,5.83,11.8,14.00,,,
5.095,0.0168,27.42,56.90,5.009,5.18,11.5,14.47,,,
10.97,0.5038,11.98,164.49,5.444,16.50,36.3,12.20,24.000,0.044,
5.251,0.0560,13.57,330.88,4.956,5.54,12,13.80,,,
5.201,0.1516,4.51,104.46,4.412,5.99,11.9,14.70,,,
5.161,0.0656,9.89,304.13,4.823,5.50,11.7,14.40,,,
5.228,0.1542,2.21,313.89,4.422,6.03,12,14.77,,,
5.26,0.0791,14.70,178.03,4.844,5.68,12.1,14.40,,,
5.289,0.0903,4.12,145.28,4.811,5.77,12.2,14.40,,,
5.133,0.0545,12.94,188.32,4.853,5.41,11.6,13.90,,,
5.259,0.0896,12.74,94.03,4.788,5.73,12.1,14.04,,,
5.285,0.0587,19.51,168.65,4.974,5.60,12.1,14.30,,,
5.197,0.0925,15.26,84.98,4.716,5.68,11.8,14.40,,,
5.205,0.0389,19.98,211.00,5.003,5.41,11.9,14.00,,,
5.268,0.1372,12.14,95.09,4.545,5.99,12.1,14.40,,,
5.165,0.1137,22.05,190.80,4.578,5.75,11.7,14.90,,,
5.151,0.0113,20.89,338.93,5.093,5.21,11.7,13.60,,,
5.188,0.0467,30.01,61.12,4.946,5.43,11.8,14.30,,,
5.289,0.0640,12.38,208.17,4.951,5.63,12.2,13.80,,,
5.263,0.0816,18.18,216.65,4.833,5.69,12.1,13.90,,,
11.58,0.7430,26.17,1.89,2.975,20.18,39.4,13.20,14.500,0.044,
5.099,0.0269,29.16,191.43,4.962,5.24,11.5,14.50,,,
5.231,0.1494,9.13,291.42,4.449,6.01,12,14.04,,,
88.35,0.5484,48.75,146.57,39.894,136.80,830,8.40,,,
5.23,0.0762,15.42,231.54,4.831,5.63,12,14.00,,,
5.24,0.0424,37.24,125.83,5.018,5.46,12,14.32,,,
5.196,0.0523,8.71,131.96,4.924,5.47,11.8,14.40,,,
5.198,0.0595,18.64,335.40,4.889,5.51,11.9,14.40,,,
5.237,0.0606,24.66,185.09,4.920,5.55,12,14.30,,,
5.274,0.0842,26.69,192.41,4.830,5.72,12.1,14.33,,,
5.309,0.1190,22.97,294.91,4.678,5.94,12.2,14.00,,,
5.275,0.0426,29.55,284.08,5.051,5.50,12.1,14.10,,,
5.175,0.0177,22.41,320.79,5.083,5.27,11.8,14.20,,,
5.284,0.2011,14.20,155.19,4.221,6.35,12.1,15.10,,,
5.301,0.0268,17.87,248.90,5.159,5.44,12.2,13.60,,,
5.207,0.0558,10.65,173.93,4.916,5.50,11.9,13.80,,,
5.252,0.0520,30.08,159.50,4.979,5.53,12,14.20,,,
5.257,0.0904,26.87,198.85,4.782,5.73,12.1,14.30,,,
5.283,0.0436,29.27,199.77,5.053,5.51,12.1,14.20,,,
5.223,0.0583,9.41,323.69,4.918,5.53,11.9,14.00,,,
5.207,0.0745,16.46,271.04,4.819,5.60,11.9,14.40,,,
5.218,0.0658,18.99,75.29,4.875,5.56,11.9,14.40,,,
30.1,0.0790,27.51,3.38,27.720,32.48,165,8.23,,,
40.26,0.3054,14.57,121.60,27.965,52.55,255,8.37,,,
5.227,0.0681,15.12,239.82,4.871,5.58,12,13.95,,,
5.177,0.0873,25.80,159.45,4.725,5.63,11.8,14.00,,,
5.24,0.0054,31.89,167.49,5.212,5.27,12,14.00,,,
5.175,0.0205,14.46,345.03,5.069,5.28,11.8,14.40,,,
7.662,0.7811,12.14,21.17,1.677,13.65,21.2,17.76,,,
5.167,0.0639,35.02,152.44,4.837,5.50,11.7,14.46,,,
5.293,0.0967,19.52,246.92,4.781,5.81,12.2,14.18,,,
5.176,0.0827,9.70,256.88,4.748,5.60,11.8,14.57,,,
5.155,0.0737,22.74,42.93,4.776,5.54,11.7,14.80,,,
5.162,0.0746,27.18,201.00,4.777,5.55,11.7,14.91,,,
5.145,0.0618,14.76,5.37,4.827,5.46,11.7,14.82,,,
5.224,0.0619,11.75,189.17,4.900,5.55,11.9,14.64,,,
5.194,0.1268,15.49,144.57,4.535,5.85,11.8,14.90,,,
5.138,0.0893,18.17,94.34,4.679,5.60,11.6,15.37,,,
5.142,0.0872,12.49,83.91,4.694,5.59,11.7,15.20,,,
5.164,0.0161,9.59,212.76,5.081,5.25,11.7,13.40,,,
5.154,0.0067,6.49,203.52,5.120,5.19,11.7,14.83,,,
5.285,0.0639,10.52,174.40,4.947,5.62,12.1,14.82,,,
5.327,0.0948,6.05,92.07,4.822,5.83,12.3,14.38,,,
5.295,0.1022,8.14,237.90,4.754,5.84,12.2,14.88,,,
5.234,0.0943,5.44,33.33,4.740,5.73,12,14.70,,,
5.298,0.0463,8.12,199.13,5.053,5.54,12.2,14.38,,,
5.178,0.0089,6.51,60.64,5.132,5.22,11.8,14.78,,,
5.172,0.1141,7.22,5.33,4.582,5.76,11.8,15.03,,,
5.209,0.0829,7.69,77.89,4.777,5.64,11.9,14.50,,,
5.11,0.1154,14.48,203.65,4.520,5.70,11.6,14.40,,,
5.305,0.0374,7.93,4.85,5.106,5.50,12.2,14.25,,,
5.346,0.0714,11.92,45.88,4.964,5.73,12.4,14.77,,,
5.245,0.0965,29.79,222.88,4.739,5.75,12,14.38,,,
5.172,0.1088,28.08,42.05,4.609,5.73,11.8,14.56,,,
5.183,0.0935,26.74,66.57,4.699,5.67,11.8,14.62,,,
5.24,0.0533,30.23,100.97,4.960,5.52,12,14.19,,,
5.166,0.0492,6.15,67.27,4.912,5.42,11.7,14.70,,,
5.207,0.0884,20.70,53.40,4.747,5.67,11.9,14.49,,,
5.204,0.0438,7.54,296.62,4.975,5.43,11.9,14.30,,,
5.216,0.0660,8.00,313.03,4.872,5.56,11.9,14.29,,,
5.187,0.0588,5.26,227.11,4.882,5.49,11.8,14.44,,,
5.154,0.0959,14.33,178.86,4.659,5.65,11.7,14.50,,,
5.24,0.0773,4.00,144.72,4.836,5.65,12,14.26,,,
5.312,0.0685,6.11,115.06,4.948,5.68,12.2,13.90,,,
5.189,0.0845,15.87,240.95,4.750,5.63,11.8,14.39,,,
5.105,0.0873,4.52,113.77,4.659,5.55,11.5,15.09,,,
5.282,0.1513,9.47,269.68,4.483,6.08,12.1,14.77,,,
5.182,0.0672,4.25,57.23,4.834,5.53,11.8,14.90,,,
5.222,0.0432,30.96,32.21,4.997,5.45,11.9,14.46,,,
16.76,0.6281,8.32,203.83,6.235,27.29,68.6,13.10,,,
5.263,0.0774,3.92,248.26,4.855,5.67,12.1,14.43,,,
5.222,0.0468,4.25,184.49,4.978,5.47,11.9,14.53,,,
5.217,0.1391,18.66,248.93,4.492,5.94,11.9,14.44,,,
5.161,0.0941,18.05,47.42,4.676,5.65,11.7,13.67,,,
5.249,0.0676,8.33,159.47,4.894,5.60,12,14.29,,,
5.213,0.0916,6.23,116.27,4.736,5.69,11.9,14.58,,,
5.275,0.0862,7.79,1.68,4.821,5.73,12.1,14.27,,,
5.146,0.0893,20.96,20.91,4.686,5.61,11.7,14.53,,,
5.179,0.0734,5.71,88.15,4.799,5.56,11.8,14.35,,,
5.226,0.1710,3.13,283.02,4.333,6.12,11.9,15.18,,,
5.18,0.0959,18.35,53.24,4.683,5.68,11.8,14.83,,,
5.191,0.1010,6.85,42.87,4.667,5.72,11.8,14.99,,,
5.202,0.1200,10.11,22.18,4.578,5.83,11.9,15.04,,,
5.167,0.0124,31.15,130.14,5.102,5.23,11.7,14.21,,,
5.118,0.0528,4.39,115.44,4.847,5.39,11.6,14.63,,,
5.304,0.1026,11.44,87.62,4.760,5.85,12.2,14.68,,,
5.246,0.0602,8.13,176.31,4.930,5.56,12,14.77,,,
5.153,0.0259,6.93,199.23,5.019,5.29,11.7,14.61,,,
5.284,0.0575,6.11,150.86,4.980,5.59,12.1,14.74,,,
5.235,0.0611,4.99,222.35,4.915,5.56,12,14.43,,,
5.204,0.0646,1.01,86.70,4.867,5.54,11.9,14.63,,,
5.262,0.0496,13.46,251.68,5.001,5.52,12.1,14.71,,,
5.293,0.0840,8.09,43.95,4.849,5.74,12.2,14.82,,,
5.254,0.0918,7.53,254.99,4.771,5.74,12,14.99,,,
5.258,0.1166,28.07,260.04,4.645,5.87,12.1,13.35,,,
5.185,0.1037,15.09,233.17,4.648,5.72,11.8,14.32,,,
5.288,0.0613,28.56,297.81,4.964,5.61,12.2,13.86,,,
5.182,0.0163,6.72,141.75,5.098,5.27,11.8,14.34,,,
5.172,0.0794,10.47,73.29,4.761,5.58,11.8,14.75,,,
19.37,0.8359,17.45,300.43,3.179,35.57,85.3,14.80,,,
5.265,0.0822,8.03,254.19,4.832,5.70,12.1,14.50,,,
5.191,0.0932,9.71,13.32,4.707,5.67,11.8,14.75,,,
5.247,0.1109,11.17,88.00,4.665,5.83,12,14.47,,,
5.155,0.0956,21.03,194.41,4.662,5.65,11.7,14.55,,,
5.157,0.0435,7.25,270.11,4.932,5.38,11.7,14.73,,,
5.076,0.0430,4.77,24.36,4.857,5.29,11.4,14.66,,,
5.292,0.0324,18.38,352.83,5.120,5.46,12.2,14.56,,,
5.195,0.0181,8.45,306.33,5.101,5.29,11.8,13.86,,,
5.286,0.0815,7.60,133.91,4.855,5.72,12.2,14.59,,,
5.216,0.0673,6.27,136.85,4.865,5.57,11.9,14.76,,,
5.173,0.0974,6.47,80.49,4.670,5.68,11.8,14.85,,,
5.269,0.0318,20.46,311.50,5.101,5.44,12.1,14.76,,,
5.264,0.0316,6.52,28.15,5.098,5.43,12.1,14.38,,,
5.264,0.0828,12.30,58.73,4.829,5.70,12.1,14.52,,,
5.153,0.0884,1.82,154.06,4.697,5.61,11.7,14.59,,,
5.221,0.1887,7.35,174.34,4.235,6.21,11.9,15.31,,,
5.251,0.0712,20.85,13.42,4.877,5.62,12,14.19,,,
5.285,0.0682,7.54,227.91,4.925,5.65,12.2,14.40,,,
5.112,0.1007,20.64,21.43,4.597,5.63,11.6,14.71,,,
5.334,0.0489,7.58,219.97,5.073,5.59,12.3,14.46,,,
5.281,0.1092,20.46,233.69,4.704,5.86,12.1,14.12,,,
5.148,0.0696,1.88,22.68,4.790,5.51,11.7,14.79,,,
5.217,0.0533,3.08,113.74,4.939,5.50,11.9,14.60,,,
5.294,0.0654,39.93,241.08,4.948,5.64,12.2,14.06,,,
5.175,0.0606,16.81,16.25,4.862,5.49,11.8,14.42,,,
5.283,0.0630,11.32,208.51,4.951,5.62,12.1,14.35,,,
5.111,0.0705,6.78,181.12,4.751,5.47,11.6,14.88,,,
5.244,0.0378,7.66,65.07,5.045,5.44,12,14.52,,,
5.205,0.0590,9.27,16.15,4.897,5.51,11.9,14.63,,,
5.137,0.0430,9.61,329.98,4.916,5.36,11.6,14.68,,,
5.181,0.0948,31.68,57.19,4.690,5.67,11.8,14.29,,,
5.226,0.1616,9.84,272.46,4.381,6.07,11.9,14.75,,,
5.249,0.0679,5.87,7.68,4.893,5.61,12,14.70,,,
5.126,0.0381,7.19,102.56,4.931,5.32,11.6,14.77,,,
5.306,0.0621,6.28,126.02,4.976,5.64,12.2,14.12,,,
5.233,0.0982,19.98,353.58,4.719,5.75,12,14.67,,,
5.253,0.0579,9.32,244.46,4.949,5.56,12,14.47,,,
5.304,0.0562,8.53,289.31,5.006,5.60,12.2,14.47,,,
5.203,0.1356,15.36,351.09,4.498,5.91,11.9,15.14,,,
5.325,0.0974,28.06,30.82,4.806,5.84,12.3,14.28,,,
5.237,0.0539,13.94,187.55,4.955,5.52,12,14.89,,,
5.193,0.0717,7.16,64.85,4.821,5.57,11.8,15.40,,,
5.235,0.0745,1.81,27.72,4.845,5.63,12,15.00,,,
5.366,0.0617,3.31,237.78,5.035,5.70,12.4,14.58,,,
5.264,0.0852,3.26,351.35,4.815,5.71,12.1,14.61,,,
5.265,0.0681,6.74,165.63,4.906,5.62,12.1,14.76,,,
5.318,0.0028,7.69,300.07,5.303,5.33,12.3,14.74,,,
5.282,0.0577,7.03,179.78,4.977,5.59,12.1,14.83,,,
5.21,0.1165,18.73,323.13,4.603,5.82,11.9,14.10,,,
5.226,0.0354,5.05,279.38,5.042,5.41,11.9,14.46,,,
5.281,0.0647,9.68,113.75,4.939,5.62,12.1,14.80,,,
5.24,0.0808,5.14,341.37,4.816,5.66,12,14.74,,,
5.313,0.0650,14.90,179.85,4.967,5.66,12.2,14.68,,,
5.25,0.0705,19.03,14.75,4.880,5.62,12,13.70,,,
5.275,0.0471,6.12,203.98,5.026,5.52,12.1,14.85,,,
5.33,0.0717,8.59,140.99,4.948,5.71,12.3,14.34,,,
5.209,0.0747,3.59,16.95,4.820,5.60,11.9,14.71,,,
5.245,0.0631,8.59,171.90,4.914,5.58,12,14.36,,,
5.231,0.0758,6.99,150.05,4.835,5.63,12,14.89,,,
5.244,0.0398,8.47,224.11,5.036,5.45,12,14.41,,,
5.176,0.1250,8.14,326.65,4.529,5.82,11.8,14.84,,,
5.216,0.0412,32.03,2.62,5.001,5.43,11.9,13.59,,,
5.268,0.1385,13.73,305.07,4.538,6.00,12.1,14.90,,,
5.241,0.0352,13.19,82.42,5.056,5.43,12,15.13,,,
5.23,0.1355,16.80,230.82,4.522,5.94,12,14.61,,,
5.276,0.1660,10.28,359.62,4.401,6.15,12.1,15.00,,,
5.287,0.1024,18.04,88.95,4.746,5.83,12.2,14.76,,,
5.205,0.0799,31.92,224.67,4.789,5.62,11.9,14.52,,,
5.204,0.0944,7.45,56.69,4.713,5.70,11.9,14.96,,,
5.199,0.0813,23.19,356.78,4.776,5.62,11.9,14.70,,,
5.196,0.0192,7.31,179.84,5.096,5.30,11.8,14.72,,,
5.25,0.2007,4.26,18.96,4.197,6.30,12,15.46,,,
5.269,0.0490,10.04,131.57,5.011,5.53,12.1,14.88,,,
5.261,0.0474,9.77,182.28,5.012,5.51,12.1,14.56,,,
